Status,OID,Name,Agency Representative,Abbreviation,Aliases,Operating Location,Expected Launch Date,Expected Mission End Date,Transmitting Frequency Bands,Special Request,Simulator,Family,Protocols,Other Protocols,Description,More Info,Requestor Contact,Requestor Organization,Notes,References,Created By,Creation date,Updated By,Update date
Assigned,1.3.112.4.7.685,ASTRA 1N,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],ASTRA-1N,[],,2011-Q2,,TC: Ku-band;TLM: Ku-band;,,False,CCSDS Standard,[],[],Telecommunications Satellite,http://www.ses-astra.com/business/en/news-events/press-archive/2008/08-07-14/index.php,1.3.112.4.2.11,1.3.112.4.1.8,,[],1.3.112.4.2.11,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.035891+00:00
Assigned,1.3.112.4.7.686,SENTINEL-5 P-sim,Manfred Lugert  [European Space Agency],SENTINEL-5-P-sim,[],Near Earth,2015,,"TC: 2080.163 MHz, 2259 MHz;TLM: 2080.163 MHz, 2259 MHz;",,True,CCSDS Standard,[],[],,,1.3.112.4.2.38,1.3.112.4.1.12,,[],1.3.112.4.2.38,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.050805+00:00
Assigned,1.3.112.4.7.687,KOREASAT-5A,Dr. Eunsup Sim  [Korea Aerospace Research Institute],KOREASAT-5A,[],,2016-01-01,,"TC: 14002.5 (V-Pol), 14497.0 (H-Pol);TLM: 12747.5 (V-Pol), 12252.5 (H-Pol);",,False,CCSDS Standard,[],[],,,1.3.112.4.2.47,1.3.112.4.1.43,,[],1.3.112.4.2.47,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.067437+00:00
Assigned,1.3.112.4.7.688,KOREASAT-7,Dr. Eunsup Sim  [Korea Aerospace Research Institute],KOREASAT-7,[],,2016-01-01,,"TC: 14003.5 (V-Pol), 14499.0 (H-Pol);TLM: 12749.9 (V-Pol), 12250.1 (H-Pol);",,False,CCSDS Standard,[],[],,,1.3.112.4.2.47,1.3.112.4.1.43,,[],1.3.112.4.2.47,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.086544+00:00
Assigned,1.3.112.4.7.689,JCSat-15,Mr. Scott Galbraith  [National Aeronautics and Space Administration],JCSat-15,[],,2016-07-01,,"TLM: 12201, 12203;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.50,1.3.112.4.1.19,,[],1.3.112.4.2.50,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.106131+00:00
Assigned,1.3.112.4.7.690,ISDLA-1,Mr. Scott Galbraith  [National Aeronautics and Space Administration],ISDLA-1,[],,2014-05,,TLM: 11.1980/11.1985 GHz; 11.19925/11.19975 GHz;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.132,1.3.112.4.1.93,,[],1.3.112.4.2.132,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.120653+00:00
Assigned,1.3.112.4.7.691,JCSat-16,Mr. Scott Galbraith  [National Aeronautics and Space Administration],JCSat-16,[],,2016-04-01,,"TLM: 12201.5, 12203.5;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.50,1.3.112.4.1.19,,[],1.3.112.4.2.50,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.135145+00:00
Assigned,1.3.112.4.7.692,ECHOSTAR-105,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],ECHOSTAR-105,[],,2017-01-01,,TC: Ku and C-bands;TLM: Ku and C-bands;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.11,1.3.112.4.1.8,,[],1.3.112.4.2.11,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.148393+00:00
Assigned,1.3.112.4.7.693,MN35-A,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],MN35-A,[],,2018-02-01,,TC: S-band;TLM: S-band;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.11,1.3.112.4.1.8,,[],1.3.112.4.2.11,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.162257+00:00
Assigned,1.3.112.4.7.694,MN35-B (S-band),Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],MN35-B-S-band,[],,2019-01-01,,TC: S-band;TLM: S-band;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.11,1.3.112.4.1.8,,[],1.3.112.4.2.11,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.176437+00:00
Assigned,1.3.112.4.7.695,EUTELSAT-172B,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],EUTELSAT-172B,[],,2017-04-01,,TC: Ku-Band;TLM: Ku-Band;,See attached for for reference.,False,CCSDS Standard,[],[],,,1.3.112.4.2.11,1.3.112.4.1.8,,[],1.3.112.4.2.11,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.189715+00:00
Assigned,1.3.112.4.7.696,SES-12,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],SES-12,[],,2017-09-01,,TC: Ku band;TLM: Ku band;,Hex GSCID 2E0 is prefered. See related PDF for explanations.,False,CCSDS Standard,[],[],,,1.3.112.4.2.11,1.3.112.4.1.8,,[],1.3.112.4.2.11,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.203171+00:00
Assigned,1.3.112.4.7.697,EMISAT,Mr. L. Srinvasan  [Indian Space Research Organization],EMISAT,[],,2016-05-01,,"TC: 2088.38;TLM: 2280, 8200;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.44,1.3.112.4.1.41,,[],1.3.112.4.2.44,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.216279+00:00
Assigned,1.3.112.4.7.698,IRNSS-1H,Mr. L. Srinvasan  [Indian Space Research Organization],IRNSS-1H,[],,2016-01-01,,TC: 6415.00 & 6421.48;TLM: 4194.00 & 4199.28;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.44,1.3.112.4.1.41,,[],1.3.112.4.2.44,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.230157+00:00
Assigned,1.3.112.4.7.699,IRNSS-1I,Mr. L. Srinvasan  [Indian Space Research Organization],IRNSS-1I,[],,2016-01-01,,TC: 6415.00 & 6425.98;TLM: 4194.864 & 4198.560;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.44,1.3.112.4.1.41,,[],1.3.112.4.2.44,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.244408+00:00
Assigned,1.3.112.4.7.700,GOES-T(A),Roger D. Porter  [NASA Goddard Space Flight Center],GOES-TA,[],,2021,,"TC: 2034.200 MHz, 2036.000 MHz;TLM: 8220.000 MHz,  1696.300 MHz, 2211.04 MHz;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.63,1.3.112.4.1.19,,[],1.3.112.4.2.63,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.259256+00:00
Assigned,1.3.112.4.7.701,GSAT-11,Mr. L. Srinvasan  [Indian Space Research Organization],GSAT-11,[],,2016-01-01,,TC: 6415.0 & 6417.6;TLM: 4194.864 & 4198.560;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.44,1.3.112.4.1.41,,[],1.3.112.4.2.44,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.274464+00:00
Assigned,1.3.112.4.7.702,Es'hail 2,Mr. Tsutomu Shigeta  [Japan Aerospace Exploration Agency],Eshail-2,"[""Es'hail 2""]",,2016-11,,TC: 13000(TBD) and 28000(TBD);,,False,CCSDS Standard,[],[],,,1.3.112.4.2.16,1.3.112.4.1.14,,[],1.3.112.4.2.16,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.289539+00:00
Assigned,1.3.112.4.7.703,HS3-IS,Manfred Lugert  [European Space Agency],HS3-IS,[],,2016-10-01,,TC: 5923.5 / 6173.7 / 6426.0;TLM: 3700.5 / 3701.0 / 4197.5 / 4198.0;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.38,1.3.112.4.1.12,,[],1.3.112.4.2.38,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.303540+00:00
Assigned,1.3.112.4.7.704,GEO-KOMPSAT-2B,Dr. Eunsup Sim  [Korea Aerospace Research Institute],GEO-KOMPSAT-2B,['GK2B'],,2018-12-01,,TC: 2102.458;TLM: 2283.212;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.47,1.3.112.4.1.43,,[],1.3.112.4.2.47,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.317292+00:00
Assigned,1.3.112.4.7.705,GEO-KOMPSAT-2A,Dr. Eunsup Sim  [Korea Aerospace Research Institute],GEO-KOMPSAT-2A,['GK2A'],,2018-05-01,,TC: 2106.046;TLM: 2287.109;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.47,1.3.112.4.1.43,,[],1.3.112.4.2.47,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.330723+00:00
Assigned,1.3.112.4.7.706,GOES-T(B),Roger D. Porter  [NASA Goddard Space Flight Center],GOES-TB,[],,2021,,"TC: 2034.200 MHz, 2036.000 MHz;TLM: 8220.000 MHz,  1696.300 MHz, 2211.04 MHz;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.63,1.3.112.4.1.19,,[],1.3.112.4.2.63,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.343996+00:00
Assigned,1.3.112.4.7.707,ECHOSTAR-18,Mr. Scott Galbraith  [National Aeronautics and Space Administration],ECHOSTAR-18,[],,2015-06,,"TLM: 12.2015-12.2025 GHz, 12.6965-12.6975 GHz, 12.685-12.7 GHz;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.139,1.3.112.4.1.93,,[],1.3.112.4.2.139,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.357381+00:00
Assigned,1.3.112.4.7.711,AsiaSat 9,Mr. Scott Galbraith  [National Aeronautics and Space Administration],AsiaSat-9,[],,2016-12-01,,"TLM: 4198.65, 4199.65, 12251.0;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.50,1.3.112.4.1.19,,[],1.3.112.4.2.50,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.415529+00:00
Assigned,1.3.112.4.7.712,APSTAR6,Nicolas Bobrinsky  [European Space Agency],APSTAR6,[],,2004-12,,"TC: 5925.5 MHz, 6424 MHz;TLM: 3700 MHz, 4199.825 MHz;",,False,CCSDS Standard,[],[],Communications Satellite,http://www.apstar.com/eng_index.html,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.430330+00:00
Assigned,1.3.112.4.7.713,APSTARS6(Sim),Nicolas Bobrinsky  [European Space Agency],APSTARS6Sim,[],,2004-12,,"TC: 5925.5 MHz, 6424 MHz;TLM: 3700 MHz, 4199.825 MHz;",,True,CCSDS Standard,[],[],,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.446050+00:00
Assigned,1.3.112.4.7.714,AMAZONAS-A,Nicolas Bobrinsky  [European Space Agency],AMAZONAS-A,[],,2004-04,,"TC: Ku-Band 14001 MHz (channel A), 14499.00 MHz (channel B);TLM: Ku-Band 11701.0 MHz (channel A), 12746.5 MHz (channel B);",,False,CCSDS Standard,[],[],,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.459869+00:00
Assigned,1.3.112.4.7.715,AMAZONAS-B,Nicolas Bobrinsky  [European Space Agency],AMAZONAS-B,[],,2004-04,,"TC: Ku-Band 14001 MHz (channel A), 14499.00 MHz (channel B);TLM: Ku-Band 11701.0 MHz (channel A), 12746.5 MHz (channel B);",,False,CCSDS Standard,[],[],,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.475651+00:00
Assigned,1.3.112.4.7.716,TERRASAR-X,Manfred Drexler  [Deutsche Zentrum für Luft- und Raumfahrt],TERRASAR-X,[],,2005,,TC: S-Band 2093.5 MHz;TLM: S-Band 2280 MHz;,,False,CCSDS Standard,[],[],,http://www.drl.de/rd/fachprog/eo/terrasar-x,1.3.112.4.2.104,1.3.112.4.1.11,,[],1.3.112.4.2.104,2017-05-30 13:42:37+00:00,,2021-05-14 17:58:18.489099+00:00
Assigned,1.3.112.4.7.717,TER*-X Sim,Manfred Drexler  [Deutsche Zentrum für Luft- und Raumfahrt],TER-X-Sim,[],,2005,,TC: S-Band 2093.5 MHz;TLM: S-Band 2280 MHz;,,True,CCSDS Standard,[],[],,,1.3.112.4.2.104,1.3.112.4.1.11,,[],1.3.112.4.2.104,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.502202+00:00
Assigned,1.3.112.4.7.718,"SYRACUSE-3B,sim",Nicolas Bobrinsky  [European Space Agency],SYRACUSE-3Bsim,[],,,,,,True,CCSDS Standard,[],[],,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.515488+00:00
Assigned,1.3.112.4.7.719,EDDINGTON,Nicolas Bobrinsky  [European Space Agency],EDDINGTON,[],,2008-07,,TC: 7196.3580 MHz;TLM: 8455 MHz;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.528970+00:00
Assigned,1.3.112.4.7.720,CRYOSAT(RF-SC),Nicolas Bobrinsky  [European Space Agency],CRYOSATRF-SC,[],Near Earth,2004-08,,TC: 2201.0 MHz;TLM: 8100 MHz;,,True,CCSDS Standard,[],[],,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.543224+00:00
Assigned,1.3.112.4.7.721,FASTSAT,Roger D. Porter  [NASA Goddard Space Flight Center],FASTSAT,[],,,,TC: S-Band 2093.404;TLM: S-Band 2273.380;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.63,1.3.112.4.1.19,,[],1.3.112.4.2.63,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.556796+00:00
Assigned,1.3.112.4.7.722,O3B FM 14,Manfred Lugert  [European Space Agency],O3B-FM-14,[],,2018-01-01,,TC: 29088.5;TLM: 12298.4/12297.2;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.138,1.3.112.4.1.98,,[],1.3.112.4.2.138,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.571437+00:00
Assigned,1.3.112.4.7.723,Hispasat 1F,Mr. Scott Galbraith  [National Aeronautics and Space Administration],Hispasat-1F,[],,2017-03-01,,TLM: 10701.0 and 11448.0;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.50,1.3.112.4.1.19,,[],1.3.112.4.2.50,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.585316+00:00
Assigned,1.3.112.4.7.724,TELKOM-3S,Manfred Lugert  [European Space Agency],TELKOM-3S,[],,2016-11-01,,TC: 5926.50 / 6423.50;TLM: 3700.50 / 4199.61;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.138,1.3.112.4.1.98,,[],1.3.112.4.2.138,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.599182+00:00
Assigned,1.3.112.4.7.725,Amazonas-5,Mr. Scott Galbraith  [National Aeronautics and Space Administration],Amazonas-5,[],,2017-03-01,,TLM: 11701.0 and 12202.25;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.50,1.3.112.4.1.19,,[],1.3.112.4.2.50,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.612743+00:00
Assigned,1.3.112.4.7.727,PeruSat-1,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],PeruSat-1,[],,2016-07-01,,TC: 2087.025;TLM: 2266.45;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.11,1.3.112.4.1.8,,[],1.3.112.4.2.11,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.640144+00:00
Assigned,1.3.112.4.7.728,TanDEM-X,Martin Pilgram  [Deutsche Zentrum für Luft- und Raumfahrt],TANDEM-X,[],,2009,,TC: S-Band 2087.5 MHz;TLM: S-Band 2268 MHz;,,False,CCSDS Standard,[],[],Terra SAR-X add-on for Digital Elevation Measurement,http://www.eads.com/1024/en/investor/News_and_Events/news_ir/2006/20060517_space_tandemx.html,1.3.112.4.2.90,1.3.112.4.1.11,,[],1.3.112.4.2.90,2017-05-30 13:42:37+00:00,,2021-05-14 17:58:18.655082+00:00
Assigned,1.3.112.4.7.729,TANDEM-Xsim,Martin Pilgram  [Deutsche Zentrum für Luft- und Raumfahrt],TANDEM-Xsim,[],,2009,,TC: S-Band 2087.5 MHz;TLM: S-Band 2268 MHz;,,True,CCSDS Standard,[],[],,,1.3.112.4.2.90,1.3.112.4.1.11,,[],1.3.112.4.2.90,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.667686+00:00
Assigned,1.3.112.4.7.730,LISA-PF,Nicolas Bobrinsky  [European Space Agency],LISA-PF,[],,2009-10,,TC: 7230.4034 MHz;TLM: 8495.0000 MHz;,,False,CCSDS Standard,[],[],Laser Interferometer Space Antenna Pathfinder,http://sci.esa.int/science-e/www/area/index.cfm?fareaid=40,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.681333+00:00
Assigned,1.3.112.4.7.732,ASTRA 3B,Nicolas Bobrinsky  [European Space Agency],ASTRA-3B,[],,2009-10,,TC: 17304.00 MHzz;TLM: 10446.25 MHz;,,False,CCSDS Standard,[],[],Telecommunications Satellite,http://space.skyrocket.de/index_frame.htm?http://www.skyrocket.de/space/doc_sdat/astra-3b.htm,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.708003+00:00
Assigned,1.3.112.4.7.733,W2A,Nicolas Bobrinsky  [European Space Agency],W2A,[],,2009,,"TC: 13750.2 MHz, 14499.1 MHz;TLM: 13750.2 MHz, 14499.1 MHz;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.721117+00:00
Assigned,1.3.112.4.7.734,W7,Nicolas Bobrinsky  [European Space Agency],W7,[],,,,"TC: 13750.1 MHz, 13751.1 MHz;TLM: 13750.1 MHz, 13751.1 MHz;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.733963+00:00
Assigned,1.3.112.4.7.735,AMAZONAS2,Nicolas Bobrinsky  [European Space Agency],AMAZONAS2,[],,,,"TC: 13557 MHz, 14496 MHz;TLM: 13557 MHz, 14496 MHz;",,False,CCSDS Standard,[],[],Telecommunications Satellite,http://www.hispasat.com/Detail.aspx?SectionsId=69&lang=en,1.3.112.4.2.70,1.3.112.4.1.12,,[],1.3.112.4.2.70,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.747701+00:00
Assigned,1.3.112.4.7.736,COMSATBw1,Martin Pilgram  [Deutsche Zentrum für Luft- und Raumfahrt],COMSATBw1,[],Near Earth,2009-02,,"TC: 2043.1000 MHz, 8247.5 MHz;TLM: 2218.7511 MHz, 7676.5 MHz;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.90,1.3.112.4.1.99,,[],1.3.112.4.2.90,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.761116+00:00
Assigned,1.3.112.4.7.737,O3B FM 15,Manfred Lugert  [European Space Agency],O3B-FM-15,[],,2018-01-01,,TC: 29088.5;TLM: 12299.6/12297.6;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.138,1.3.112.4.1.98,,[],1.3.112.4.2.138,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.774565+00:00
Assigned,1.3.112.4.7.738,O3B FM 16,Manfred Lugert  [European Space Agency],O3B-FM-16,[],,2018-01-01,,TC: 29088.5;TLM: 12299.2/12298.0;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.138,1.3.112.4.1.98,,[],1.3.112.4.2.138,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.788816+00:00
Assigned,1.3.112.4.7.739,O3B FM 17,Manfred Lugert  [European Space Agency],O3B-FM-17,[],,2018-01-01,,TC: 29088.5;TLM: 12297.0/12298.6;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.138,1.3.112.4.1.98,,[],1.3.112.4.2.138,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.801824+00:00
Assigned,1.3.112.4.7.740,O3B FM 19,Manfred Lugert  [European Space Agency],O3B-FM-19,[],,2018-01-01,,TC: 29088.5;TLM: 12297.8/12299.4;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.138,1.3.112.4.1.98,,[],1.3.112.4.2.138,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.815709+00:00
Assigned,1.3.112.4.7.741,O3B FM 20,Manfred Lugert  [European Space Agency],O3B-FM-20,[],,2018-01-01,,TC: 29088.5;TLM: 12297.4/12299.0;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.138,1.3.112.4.1.98,,[],1.3.112.4.2.138,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.831772+00:00
Assigned,1.3.112.4.7.742,O3B FM 18,Manfred Lugert  [European Space Agency],O3B-FM-18,[],,2018-01-01,,TC: 29088.5;TLM: 12296.6/12298.2;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.138,1.3.112.4.1.98,,[],1.3.112.4.2.138,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.845837+00:00
Assigned,1.3.112.4.7.743,COMSATBw2,Martin Pilgram  [Deutsche Zentrum für Luft- und Raumfahrt],COMSATBw2,[],Near Earth,2009-02,,"TC: 2043.1000 MHz, 8247.5 MHz;TLM: 2218.9231 MHz, 7676.5 MHz;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.90,1.3.112.4.1.99,,[],1.3.112.4.2.90,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.859171+00:00
Assigned,1.3.112.4.7.744,HYLAS,Manfred Lugert  [European Space Agency],HYLAS,[],,,,,,False,CCSDS Standard,[],[],Highly Adaptable Satellite,http://www.esa.int/esaTE/SEMAB09ATME_index_0.html,1.3.112.4.2.38,1.3.112.4.1.12,,[],1.3.112.4.2.38,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.873728+00:00
Assigned,1.3.112.4.7.745,ARABSAT 5A,Manfred Lugert  [European Space Agency],ARABSAT-5A,[],,2009-10,,"TLM: 3705.1000 MHz, 4191.0000 MHz;",,False,CCSDS Standard,[],[],Telecommunications Satellite,http://www.arabsat.com/Arabsat/English/default.htm,1.3.112.4.2.38,1.3.112.4.1.12,,[],1.3.112.4.2.38,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.887556+00:00
Assigned,1.3.112.4.7.746,ARABSAT 5B,Manfred Lugert  [European Space Agency],ARABSAT-5B,[],,2010-02,,"TLM: 12496.0000 MHz, 12498.0000 MHz;",,False,CCSDS Standard,[],[],Telecommunications Satellite,http://www.arabsat.com/Arabsat/English/default.htm,1.3.112.4.2.38,1.3.112.4.1.12,,[],1.3.112.4.2.38,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.900733+00:00
Assigned,1.3.112.4.7.747,GAIA(AVM)sim(,Manfred Lugert  [European Space Agency],GAIAAVMsim,[],,,,TC: N/A;TLM: N/A;,,True,CCSDS Standard,[],[],,,1.3.112.4.2.38,1.3.112.4.1.12,,[],1.3.112.4.2.38,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.914562+00:00
Assigned,1.3.112.4.7.748,GAIA,Manfred Lugert  [European Space Agency],GAIA,[],,2011-12,,TC: 7199.7625 MHz;TLM: 8459.0000 MHz (TM and payload data);,,False,CCSDS Standard,[],[],Astrometry Mission,http://www.esa.int/science/gaia,1.3.112.4.2.38,1.3.112.4.1.12,,[],1.3.112.4.2.38,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.927522+00:00
Assigned,1.3.112.4.7.749,GALILEOSATeng,Manfred Lugert  [European Space Agency],GALILEOSATeng,[],,N/A,,TC: N/A;TLM: N/A;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.38,1.3.112.4.1.12,,[],1.3.112.4.2.38,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.941329+00:00
Assigned,1.3.112.4.7.750,GSAT0104,Manfred Lugert  [European Space Agency],GSAT0104,[],,2012-2014,,"TC: Fuplink=[2048.877187+-n*2.826037]MHz, n=0,1,2,3,4;TLM: Fdownlink=[2225.025+-n*3.069]MHz, n=0,1,2,3,4;Fdownlink=(240/221)*Fuplink;",,False,CCSDS Standard,[],[],,,1.3.112.4.2.38,1.3.112.4.1.12,,[],1.3.112.4.2.38,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.956509+00:00
Assigned,1.3.112.4.7.751,THOR 6 sim,Manfred Lugert  [European Space Agency],THOR-6-sim,[],,,,TC: N/A;TLM: N/A;,,True,CCSDS Standard,[],[],,,1.3.112.4.2.38,1.3.112.4.1.12,,[],1.3.112.4.2.38,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.971862+00:00
Assigned,1.3.112.4.7.752,THOR 6,Manfred Lugert  [European Space Agency],THOR-6,[],,,,"TLM: 11704 MHz, 11705 MHz;",,False,CCSDS Standard,[],[],Telecommunications Satellite,http://www.telenorsbc.com/templates/Page.aspx?id=405,1.3.112.4.2.38,1.3.112.4.1.12,,[],1.3.112.4.2.38,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:18.987199+00:00
Assigned,1.3.112.4.7.753,DIRECTV T16,Mr. Jean-Marc Soula  [Centre National d'Etudes Spatiales],DIRECTV-T16,['T16'],,2018-08-01,,TC: 17790;TLM: 12697;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.11,1.3.112.4.1.8,,[],1.3.112.4.2.11,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:19.001805+00:00
Assigned,1.3.112.4.7.754,NBNCO-1A,Mr. Scott Galbraith  [National Aeronautics and Space Administration],NBNCO-1A,[],,2016-02,,TLM: 19.341 GHz; 19.343 GHz; 19.341/19.343 GHz;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.139,1.3.112.4.1.93,,[],1.3.112.4.2.139,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:19.016361+00:00
Assigned,1.3.112.4.7.755,NBNCO-1B,Mr. Scott Galbraith  [National Aeronautics and Space Administration],NBNCO-1B,[],,2016-07,,TLM: 19.341 GHz; 19.341/19.343 GHz; 19.343 GHz;,,False,CCSDS Standard,[],[],,,1.3.112.4.2.139,1.3.112.4.1.93,,[],1.3.112.4.2.139,2017-05-30 13:42:37.363846+00:00,,2021-05-14 17:58:19.029586+00:00
